left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
John hired Bill to take care of,him,.,"John,Bill",0,"How does the sentence end?

The environmentalists were angry at the corporation because

OPTIONS: 
- The environmentalists
- the corporation
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The environmentalists saw them polluting the creek.

How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the resolution was well-written.

How does the sentence end?

Claudia lost all her money to Valarie because

OPTIONS: 
- Claudia
- Valarie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Claudia is stupid.

How does the sentence end ?

John hired Bill to take care of

OPTIONS: 
- John .
- Bill .
Thought: Use similar thought as before.
Output: ",bill,john,False,3
John hired himself out to Bill to take care of,him,.,"John,Bill",1,"How does the sentence end?

Mary cleaned Susan's room and

OPTIONS: 
- Mary
- Susan
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mary asked a favor.

How does the sentence end?

The construction workers hollered at the girls when

OPTIONS: 
- The construction workers
- the girls
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the girls walked by.

How does the sentence end?

David hit Bill and

OPTIONS: 
- David
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill cried.

How does the sentence end ?

John hired himself out to Bill to take care of

OPTIONS: 
- John .
- Bill .
Thought: Use similar thought as before.
Output: ",john,bill,False,3
"John promised Bill to leave, so an hour later",he,left.,"John,Bill",0,"How does the sentence end?

Jeremy annoyed Justin so

OPTIONS: 
- Jeremy
- Justin
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Justin can leave the room.

How does the sentence end?

Shigeru Miyamoto was the mentor of Satoshi Tajiri, so

OPTIONS: 
- Shigeru Miyamoto
- Satoshi Tajiri
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Satoshi Tajiri learned many things.

How does the sentence end?

Seth is smarter than Sai, and consequently

OPTIONS: 
- Seth
- Sai
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Seth got a better job.

How does the sentence end ?

John promised Bill to leave, so an hour later

OPTIONS: 
- John left.
- Bill left.
Thought: Use similar thought as before.
Output: ",bill left,john left,False,3
"John ordered Bill to leave, so an hour later",he,left.,"John,Bill",1,"How does the sentence end?

The coach criticized the player because

OPTIONS: 
- The coach
- the player
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the player did not adhere to the team's formation.

How does the sentence end?

Cats are smarter than dogs because

OPTIONS: 
- Cats
- dogs
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Cats always land on their feet.

How does the sentence end?

The teacher told the student that

OPTIONS: 
- The teacher
- the student
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The teacher expected something better from him.

How does the sentence end ?

John ordered Bill to leave, so an hour later

OPTIONS: 
- John left.
- Bill left.
Thought: Use similar thought as before.
Output: ",bill left,bill left,True,3
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties,he,faced in his research.,"Goodman,Xenophanes",0,"How does the sentence end?

The bird perched on the limb and

OPTIONS: 
- The bird
- the limb
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bird sang.

How does the sentence end?

Allen chased the leprechaun because

OPTIONS: 
- Allen
- the leprechaun
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Allen wanted a pot of gold.

How does the sentence end?

Rocky won the match with Richard because

OPTIONS: 
- Rocky
- Richard
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Richard had no energy.

How does the sentence end ?

Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties

OPTIONS: 
- Goodman faced in his research.
- Xenophanes faced in his research.
Thought: Use similar thought as before.
Output: ",goodman faced in his research,goodman faced in his research,True,3
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties,he,faced in his childhood.,"Goodman,Xenophanes",1,"How does the sentence end?

Google bought Motorola because

OPTIONS: 
- Google
- Motorola
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Motorola were bankrupt.

How does the sentence end?

The group grew tired of making these sentences because

OPTIONS: 
- The group
- these sentences
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: these sentences are tedious.

How does the sentence end?

Tim gave Marlo a pat on the back because

OPTIONS: 
- Tim
- Marlo
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Tim wanted to help.

How does the sentence end ?

Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties

OPTIONS: 
- Goodman faced in his childhood.
- Xenophanes faced in his childhood.
Thought: Use similar thought as before.
Output: ",goodman faced in his childhood,xenophanes faced in his childhood,False,3
"Emma's mother had died long ago, and",her,education had been managed by an excellent woman as governess.,"Emma,Emma's mother",0,"How does the sentence end?

Kurt flew in Alex's plane, and

OPTIONS: 
- Kurt
- Alex
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kurt thanked him.

How does the sentence end?

Students hate exams because

OPTIONS: 
- Students
- exams
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Students are lazy.

How does the sentence end?

The squirrels buried the nuts so

OPTIONS: 
- The squirrels
- the nuts
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the nuts would not get lost.

How does the sentence end ?

Emma's mother had died long ago, and

OPTIONS: 
- Emma education had been managed by an excellent woman as governess.
- Emma's mother education had been managed by an excellent woman as governess.
Thought: Use similar thought as before.
Output: ",emma education had been managed by an excellent woman as governess,emma education had been managed by an excellent woman as governess,True,3
"Emma's mother had died long ago, and",her,place had been taken by an excellent woman as governess.,"Emma,Emma's mother",1,"How does the sentence end?

John thanked Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill was helpful.

How does the sentence end?

The artist told the model that

OPTIONS: 
- The artist
- the model
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The artist needed to get more paint.

How does the sentence end?

Taco needs hot sauce because

OPTIONS: 
- Taco
- hot sauce
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Taco does not taste as good alone.

How does the sentence end ?

Emma's mother had died long ago, and

OPTIONS: 
- Emma place had been taken by an excellent woman as governess.
- Emma's mother place had been taken by an excellent woman as governess.
Thought: Use similar thought as before.
Output: ",emma place had been taken by an excellent woman as governess,emmas mother place had been taken by an excellent woman as governess,False,3
Jane knocked on Susan's door but,she,did not get an answer.,"Jane,Susan",0,"How does the sentence end?

The sword was stuck in the tree because

OPTIONS: 
- The sword
- the tree
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the tree grew up around 

How does the sentence end?

The music player did not open the file because

OPTIONS: 
- The music player
- the file
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the file was in the wrong format.

How does the sentence end?

Yuji was a fan of Michael Jackson because

OPTIONS: 
- Yuji
- Michael Jackson
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Michael Jackson was famous.

How does the sentence end ?

Jane knocked on Susan's door but

OPTIONS: 
- Jane did not get an answer.
- Susan did not get an answer.
Thought: Use similar thought as before.
Output: ",jane did not get an answer,jane did not get an answer,True,3
Jane knocked on Susan's door but,she,did not answer.,"Jane,Susan",1,"How does the sentence end?

Jimbo was afraid of Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jimbo gets scared around new people.

How does the sentence end?

David hit Bill because Mary really liked

OPTIONS: 
- David
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill .

How does the sentence end?

Bill triumphed over John in the boxing ring because

OPTIONS: 
- Bill
- John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John fought cowardly.

How does the sentence end ?

Jane knocked on Susan's door but

OPTIONS: 
- Jane did not answer.
- Susan did not answer.
Thought: Use similar thought as before.
Output: ",jane did not answer,susan did not answer,False,3
Joe paid the detective after,he,received the final report on the case.,"Joe,the detective",0,"How does the sentence end?

The coach told the captain that

OPTIONS: 
- The coach
- the captain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the captain was fired.

How does the sentence end?

Sega lost to Nintendo because

OPTIONS: 
- Sega
- Nintendo
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sega were inferior.

How does the sentence end?

The computer could not run the program because

OPTIONS: 
- The computer
- the program
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the program had too many errors.

How does the sentence end ?

Joe paid the detective after

OPTIONS: 
- Joe received the final report on the case.
- the detective received the final report on the case.
Thought: Use similar thought as before.
Output: ",joe received the final report on the case,joe received the final report on the case,True,3
Joe paid the detective after,he,delivered the final report on the case.,"Joe,the detective",1,"How does the sentence end?

The bus driver yelled at a kid after

OPTIONS: 
- The bus driver
- a kid
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: a kid broke a window.

How does the sentence end?

The citizens rebelled against the government because

OPTIONS: 
- The citizens
- the government
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The citizens were being repressed.

How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the bowling ball returned.

How does the sentence end ?

Joe paid the detective after

OPTIONS: 
- Joe delivered the final report on the case.
- the detective delivered the final report on the case.
Thought: Use similar thought as before.
Output: ",joe delivered the final report on the case,the detective delivered the final report on the case,False,3
"Beth didn't get angry with Sally, who had cut her off, because",she,stopped and counted to ten.,"Beth,Sally",0,"How does the sentence end?

The boy gave his friend a cookie because

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend was hungry.

How does the sentence end?

Windows is worse than Linux because

OPTIONS: 
- Windows
- Linux
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Windows has a lot of viruses.

How does the sentence end?

Michelle likes green shirts while Sarah prefers blue, because

OPTIONS: 
- Michelle
- Sarah
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sarah likes the color of the sky.

How does the sentence end ?

Beth didn't get angry with Sally, who had cut her off, because

OPTIONS: 
- Beth stopped and counted to ten.
- Sally stopped and counted to ten.
Thought: Use similar thought as before.
Output: ",sally stopped and counted to ten,beth stopped and counted to ten,False,3
"Beth didn't get angry with Sally, who had cut her off, because",she,stopped and apologized.,"Beth,Sally",1,"How does the sentence end?

Mary stabbed Jennifer, so John took

OPTIONS: 
- Mary
- Jennifer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jennifer to the hospital.

How does the sentence end?

Sam cheated Sally but

OPTIONS: 
- Sally
- Sam
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sally did not cry.

How does the sentence end?

The Secretary and the President met about

OPTIONS: 
- The Secretary
- the President
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The Secretary being appointed.

How does the sentence end ?

Beth didn't get angry with Sally, who had cut her off, because

OPTIONS: 
- Beth stopped and apologized.
- Sally stopped and apologized.
Thought: Use similar thought as before.
Output: ",sally stopped and apologized,sally stopped and apologized,True,3
Jim signaled the barman and gestured toward,his,empty glass,"Jim,The barman",0,"How does the sentence end?

Bob cooked omelets for Jack, because

OPTIONS: 
- Bob
- Jack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jack was hungry.

How does the sentence end?

The mother punishes the daughter because

OPTIONS: 
- The mother
- the daughter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the daughter was disobedient.

How does the sentence end?

The museum curator looked at the patron and said

OPTIONS: 
- The museum curator
- the patron
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the patron should leave.

How does the sentence end ?

Jim signaled the barman and gestured toward

OPTIONS: 
- Jim empty glass
- The barman empty glass
Thought: Use similar thought as before.
Output: ",jim empty glass,jim empty glass,True,3
Jim signaled the barman and gestured toward,his,bathroom key.,"Jim,The barman",1,"How does the sentence end?

The jurors deliberated on the defendants' fate for hours, but

OPTIONS: 
- The jurors
- the defendants
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the defendants didn't receive the death penalty.

How does the sentence end?

The squirrels buried the nuts so

OPTIONS: 
- The squirrels
- the nuts
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The squirrels would not lose them.

How does the sentence end?

John disliked Bill, but

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill did not know.

How does the sentence end ?

Jim signaled the barman and gestured toward

OPTIONS: 
- Jim bathroom key.
- The barman bathroom key.
Thought: Use similar thought as before.
Output: ",jim bathroom key,the barman bathroom key,False,3
Dan took the rear seat while Bill claimed the front because,his,Dibs! was slow.,"Dan,Bill",0,"How does the sentence end?

The ball hit the window and Bill caught

OPTIONS: 
- The ball
- the window
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The ball .

How does the sentence end?

John gave a large sum of money to Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill needed a loan.

How does the sentence end?

The musicians performed at two venues because neither of

OPTIONS: 
- The musicians
- two venues
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The musicians got paid much.

How does the sentence end ?

Dan took the rear seat while Bill claimed the front because

OPTIONS: 
- Dan Dibs! was slow.
- Bill Dibs! was slow.
Thought: Use similar thought as before.
Output: ",dan dibs was slow,dan dibs was slow,True,3
Dan took the rear seat while Bill claimed the front because,his,Dibs! was quicker.,"Dan,Bill",1,"How does the sentence end?

John disliked Bill, but

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill did not know.

How does the sentence end?

Jimbo ate the fish that Bobbert prepared because

OPTIONS: 
- Jimbo
- Bobbert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bobbert was a good cook.

How does the sentence end?

Jimbo ate the fish that Bobbert prepared because

OPTIONS: 
- Jimbo
- Bobbert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jimbo was hungry.

How does the sentence end ?

Dan took the rear seat while Bill claimed the front because

OPTIONS: 
- Dan Dibs! was quicker.
- Bill Dibs! was quicker.
Thought: Use similar thought as before.
Output: ",dan dibs was quicker,bill dibs was quicker,False,3
"Tom said ""Check"" to Ralph as he moved",his,bishop.,"Tom,Ralph",0,"How does the sentence end?

The storm delayed the flight as

OPTIONS: 
- The storm
- the flight
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the flight was going over the ocean.

How does the sentence end?

The sheep chased the pig because

OPTIONS: 
- The sheep
- the pig
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the pig was fat.

How does the sentence end?

Tobias is upset with William because

OPTIONS: 
- Tobias
- William
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: William was mean.

How does the sentence end ?

Tom said ""Check"" to Ralph as he moved

OPTIONS: 
- Tom bishop.
- Ralph bishop.
Thought: Use similar thought as before.
Output: ",ralph bishop,tom bishop,False,3
"Tom said ""Check"" to Ralph as he took",his,bishop.,"Tom,Ralph",1,"How does the sentence end?

The youth outran the old man because

OPTIONS: 
- The youth
- the old man
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The youth was in shape.

How does the sentence end?

The hippo ate the food the trainer brought when

OPTIONS: 
- The hippo
- the trainer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the trainer put it in the trough.

How does the sentence end?

John disliked Bill and

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John did not pick him.

How does the sentence end ?

Tom said ""Check"" to Ralph as he took

OPTIONS: 
- Tom bishop.
- Ralph bishop.
Thought: Use similar thought as before.
Output: ",ralph bishop,ralph bishop,True,3
"As Andrea in the crop duster passed over Susan,",she,could see the landing strip.,"Andrea,Susan",0,"How does the sentence end?

The boy ran from the cop because

OPTIONS: 
- The boy
- the cop
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boy committed the crime.

How does the sentence end?

The environmentalists were angry at the corporation because

OPTIONS: 
- The environmentalists
- the corporation
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the corporation had ignored their proposal.

How does the sentence end?

Bob Marley shot the sheriff, but

OPTIONS: 
- Bob Marley
- the sheriff
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the sheriff survived.

How does the sentence end ?

As Andrea in the crop duster passed over Susan,

OPTIONS: 
- Andrea could see the landing strip.
- Susan could see the landing strip.
Thought: Use similar thought as before.
Output: ",andrea could see the landing strip,andrea could see the landing strip,True,3
"As Andrea in the crop duster passed over Susan,",she,could see the landing gear.,"Andrea,Susan",1,"How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Derrick did not get one.

How does the sentence end?

The orchestra was booed by the audience because

OPTIONS: 
- The orchestra
- the audience
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the audience had expected a rock band.

How does the sentence end?

Bob cooked omelets for Jack, because

OPTIONS: 
- Bob
- Jack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jack was hungry.

How does the sentence end ?

As Andrea in the crop duster passed over Susan,

OPTIONS: 
- Andrea could see the landing gear.
- Susan could see the landing gear.
Thought: Use similar thought as before.
Output: ",andrea could see the landing gear,susan could see the landing gear,False,3
Tom gave Ralph a lift to school so,he,wouldn't have to drive alone.,"Tom,Ralph",0,"How does the sentence end?

When Debbie splashed Tina,

OPTIONS: 
- Debbie
- Tina
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Tina got wet.

How does the sentence end?

David hit Bill because Mary asked

OPTIONS: 
- David
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: David to.

How does the sentence end?

The museum curator looked at the patron and

OPTIONS: 
- The museum curator
- the patron
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The museum curator saw him squirm.

How does the sentence end ?

Tom gave Ralph a lift to school so

OPTIONS: 
- Tom wouldn't have to drive alone.
- Ralph wouldn't have to drive alone.
Thought: Use similar thought as before.
Output: ",tom wouldnt have to drive alone,tom wouldnt have to drive alone,True,3
Tom gave Ralph a lift to school so,he,wouldn't have to walk.,"Tom,Ralph",1,"How does the sentence end?

The environmentalists were angry at the corporation because

OPTIONS: 
- The environmentalists
- the corporation
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The environmentalists saw them polluting the creek.

How does the sentence end?

The coach told the captain that

OPTIONS: 
- The coach
- the captain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the captain was fired.

How does the sentence end?

The army crossed the river because

OPTIONS: 
- The army
- the river
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The army was retreating.

How does the sentence end ?

Tom gave Ralph a lift to school so

OPTIONS: 
- Tom wouldn't have to walk.
- Ralph wouldn't have to walk.
Thought: Use similar thought as before.
Output: ",tom wouldnt have to walk,ralph wouldnt have to walk,False,3
Bill passed the half-empty plate to John because,he,was full.,"Bill,John",0,"How does the sentence end?

The cat broke the glass because

OPTIONS: 
- The cat
- the glass
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the glass was fragile.

How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boy could not speak.

How does the sentence end?

The music player did not open the file because

OPTIONS: 
- The music player
- the file
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the file was in the wrong format.

How does the sentence end ?

Bill passed the half-empty plate to John because

OPTIONS: 
- Bill was full.
- John was full.
Thought: Use similar thought as before.
Output: ",bill was full,bill was full,True,3
Bill passed the half-empty plate to John because,he,was hungry.,"Bill,John",1,"How does the sentence end?

The bird ate the pie and

OPTIONS: 
- The bird
- the pie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bird died.

How does the sentence end?

The cap fell off the bottle because

OPTIONS: 
- The cap
- the bottle
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The cap was untwisted.

How does the sentence end?

Excalibur spent time with the stone because

OPTIONS: 
- Excalibur
- the stone
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Excalibur needed a place to wait.

How does the sentence end ?

Bill passed the half-empty plate to John because

OPTIONS: 
- Bill was hungry.
- John was hungry.
Thought: Use similar thought as before.
Output: ",bill was hungry,john was hungry,False,3
Bill passed the gameboy to John because,his,turn was over.,"Bill,John",0,"How does the sentence end?

The cat broke the glass because

OPTIONS: 
- The cat
- the glass
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the glass was fragile.

How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend could not hear.

How does the sentence end?

John disliked Bill and

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John did not pick him.

How does the sentence end ?

Bill passed the gameboy to John because

OPTIONS: 
- Bill turn was over.
- John turn was over.
Thought: Use similar thought as before.
Output: ",bill turn was over,bill turn was over,True,3
Bill passed the gameboy to John because,his,turn was next.,"Bill,John",1,"How does the sentence end?

Kurt flew in Alex's plane, and

OPTIONS: 
- Kurt
- Alex
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kurt thanked him.

How does the sentence end?

Bill returned Jim twenty dollars because

OPTIONS: 
- Bill
- Jim
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill borrowed money.

How does the sentence end?

Planet Express was bought out by Mom's Friendly Delivery Service so

OPTIONS: 
- Planet Express
- Moms Friendly Delivery Service
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Planet Express can no longer be a threat.

How does the sentence end ?

Bill passed the gameboy to John because

OPTIONS: 
- Bill turn was next.
- John turn was next.
Thought: Use similar thought as before.
Output: ",bill turn was next,john turn was next,False,3
The man lifted the boy onto,his,shoulders.,"The man,The boy",0,"How does the sentence end?

The bird ate the pie and

OPTIONS: 
- The bird
- the pie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the pie was ruined.

How does the sentence end?

The school denied parents parking permits because

OPTIONS: 
- The school
- parents
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The school did not want the parking lots to be over crowded with cars.

How does the sentence end?

The cow ran into the fence and

OPTIONS: 
- The cow
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the fence broke.

How does the sentence end ?

The man lifted the boy onto

OPTIONS: 
- The man shoulders.
- The boy shoulders.
Thought: Use similar thought as before.
Output: ",the boy shoulders,the man shoulders,False,3
The man lifted the boy onto,his,bunk bed.,"The man,The boy",1,"How does the sentence end?

Spiderman defeated Magnito because

OPTIONS: 
- Spiderman
- Magnito
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Magnito is a bad guy.

How does the sentence end?

The Emancipation Proclamation made slavery illegal, but

OPTIONS: 
- The Emancipation Proclamation
- slavery
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The Emancipation Proclamation did not actually cause many slaves to be freed.

How does the sentence end?

The military prepared to go to battle with an Amish colony because

OPTIONS: 
- The military
- an Amish colony
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The military felt threatened.

How does the sentence end ?

The man lifted the boy onto

OPTIONS: 
- The man bunk bed.
- The boy bunk bed.
Thought: Use similar thought as before.
Output: ",the boy bunk bed,the boy bunk bed,True,3
Stretching,her,"back, the woman smiled at the girl.","The woman,The girl",0,"How does the sentence end?

The doctor told Susan that

OPTIONS: 
- The doctor
- Susan
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Susan had cancer.

How does the sentence end?

The professor grading the student's paper said that

OPTIONS: 
- The professor
- the student
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The professor loved it.

How does the sentence end?

Caroline quickly defeated Sue because

OPTIONS: 
- Caroline
- Sue
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sue lost her confidence.

How does the sentence end ?

Stretching

OPTIONS: 
- The woman back, the woman smiled at the girl.
- The girl back, the woman smiled at the girl.
Thought: Use similar thought as before.
Output: ",the woman back the woman smiled at the girl,the woman back the woman smiled at the girl,True,3
Patting,her,"back, the woman smiled at the girl.","The woman,The girl",1,"How does the sentence end?

Bill returned Jim twenty dollars because

OPTIONS: 
- Bill
- Jim
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jim lent money.

How does the sentence end?

England won the bid over Spain because

OPTIONS: 
- England
- Spain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Spain did not prepare thoroughly.

How does the sentence end?

Sally was really happy that Beth finally got a job because

OPTIONS: 
- Sally
- Beth
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Beth had been unemployed for years.

How does the sentence end ?

Patting

OPTIONS: 
- The woman back, the woman smiled at the girl.
- The girl back, the woman smiled at the girl.
Thought: Use similar thought as before.
Output: ",the woman back the woman smiled at the girl,the girl back the woman smiled at the girl,False,3
Billy cried because Toby wouldn't accept,his,toy.,"Billy,Toby",0,"How does the sentence end?

The citizens rebelled against the government because

OPTIONS: 
- The citizens
- the government
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The citizens were being repressed.

How does the sentence end?

The school denied parents parking permits because

OPTIONS: 
- The school
- parents
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: parents violated parking rules.

How does the sentence end?

The infection spread throughout the building because

OPTIONS: 
- The infection
- the building
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The infection was airborne.

How does the sentence end ?

Billy cried because Toby wouldn't accept

OPTIONS: 
- Billy toy.
- Toby toy.
Thought: Use similar thought as before.
Output: ",toby toy,billy toy,False,3
